jahr;straftat_code;straftat_bezeichnung;nationalitaet;tatverdaechtige
1993;712000;Straftaten gegen AktG, GenG, GmbHG, HGB, RechnungslegungsG darunter:;Deutsch;2458
1994;712000;Straftaten gegen AktG, GenG, GmbHG, HGB, RechnungslegungsG darunter:;Deutsch;3161
1995;712000;Straftaten gegen AktG, GenG, GmbHG, HGB, RechnungslegungsG darunter:;Deutsch;4363
1996;712000;Straftaten gegen AktG, GenG, GmbHG, HGB, RechnungslegungsG darunter:;Deutsch;5310
1997;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;6603
1998;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;7558
1999;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;7726
2000;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;7998
2001;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;8413
2002;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;9103
2003;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;9515
2004;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;10479
2005;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;10370
2006;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;8786
2007;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;7996
2008;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;7414
2009;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG darunter:;Deutsch;7360
2010;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO darunter:;Deutsch;8070
2011;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO darunter:;Deutsch;8108
2012;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO darunter:;Deutsch;7437
2013;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO darunter:;Deutsch;7187
2014;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;6799
2015;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;6706
2016;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;6608
2017;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;6119
2018;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;5647
2019;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;5238
2020;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;4655
2021;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;3826
2022;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;3436
2023;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;3702
2024;712000;Straftaten nach AktG, GenG, GmbHG, HGB, RechnungslegungsG, UmwandlungsG, InsO;Deutsch;4110
1987;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1983
1988;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1927
1989;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1877
1990;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1619
1991;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1568
1992;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1565
1993;712100;Konkursverschleppung § 84 GmbHG;Deutsch;1834
1994;712100;Konkursverschleppung § 84 GmbHG;Deutsch;2388
1995;712100;Konkursverschleppung § 84 GmbHG;Deutsch;3455
1996;712100;Konkursverschleppung § 84 GmbHG;Deutsch;4407
1997;712100;Konkursverschleppung § 84 GmbHG;Deutsch;5646
1998;712100;Konkursverschleppung § 84 GmbHG;Deutsch;6572
1999;712100;Konkursverschleppung § 84 GmbHG;Deutsch;6870
2000;712100;Konkursverschleppung § 84 GmbHG;Deutsch;7154
2001;712100;Konkursverschleppung § 84 GmbHG;Deutsch;7563
2002;712100;Konkursverschleppung § 84 GmbHG;Deutsch;8106
2003;712100;Konkursverschleppung § 84 GmbHG;Deutsch;8599
2004;712100;Insolvenzverschleppung § 84 GmbH-Gesetz;Deutsch;9523
2005;712100;Insolvenzverschleppung § 84 GmbH-Gesetz;Deutsch;9396
2006;712100;Insolvenzverschleppung § 84 GmbH-Gesetz;Deutsch;8024
2007;712100;Insolvenzverschleppung § 84 GmbH-Gesetz;Deutsch;7323
2008;712100;Insolvenzverschleppung § 84 GmbH-Gesetz;Deutsch;6676
2009;712100;Insolvenzverschleppung § 84 GmbH-Gesetz;Deutsch;5298
1987;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;59
1988;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;77
1989;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;84
1990;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;82
1991;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;71
1992;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;55
1993;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;76
1994;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;72
1995;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;101
1996;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;118
1997;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;151
1998;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;162
1999;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;160
2000;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;189
2001;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;200
2002;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;289
2003;712200;Konkursverschleppung §§ 130b, 177a HGB;Deutsch;263
2004;712200;Insolvenzverschleppung §§ 130b, 177a HGB;Deutsch;353
